"id","name","unit_price","stock","brand_name"
1177,Organic Apple,568.17,411,SoundMax
1178,Running Shoes,539.59,87,BeanBrew
1179,Notebook Model 656,51.66,97,GreenLeaf
1180,Desk Chair,350.87,476,HomeEase
1181,Backpack,471.13,303,FreshFarms
1182,Running Shoes,688.42,394,GreenLeaf
1183,LED TV 42 inch Model 781,153.29,153,HealthPlus
1184,Water Bottle Model 652,916.47,466,ComfortSit
1185,Organic Apple,747.67,2,GreenLeaf
1186,Running Shoes Model 243,340.55,303,HealthPlus
1187,Running Shoes Model 837,484.12,448,HealthPlus
1188,Water Bottle,620.30,125,HealthPlus
1189,Running Shoes,736.58,225,BeanBrew
1190,Bluetooth Headphones Model 469,30.84,76,ElectroVision
1191,Organic Apple,706.73,361,SoundMax
1192,Notebook,717.80,484,ComfortSit
1193,Organic Apple,896.37,364,BeanBrew
1194,Backpack Model 398,613.58,11,GreenLeaf
1195,Water Bottle Model 748,869.94,471,SoundMax
1196,Bluetooth Headphones,341.96,225,ElectroVision
1197,Notebook,583.21,49,GreenLeaf
1198,Desk Chair Model 938,119.42,471,FreshFarms
1199,Desk Chair,914.34,223,GreenLeaf
1200,LED TV 42 inch Model 975,996.14,88,SoundMax
1201,Notebook,181.11,419,SprintPro
1202,Backpack,430.01,421,ComfortSit
1203,Smartphone Model 259,961.75,256,FreshFarms
1204,Water Bottle,741.88,265,HomeEase
1205,Bluetooth Headphones Model 241,259.85,290,SoundMax
1206,Desk Chair,938.78,467,ComfortSit
1207,Coffee Beans 1kg Model 241,298.92,100,SoundMax
1208,Water Bottle,644.73,434,ElectroVision
1209,Coffee Beans 1kg,54.00,412,SoundMax
1210,Backpack,639.90,376,HealthPlus
1211,LED TV 42 inch,338.02,100,ElectroVision
1212,Backpack Model 149,30.76,173,HomeEase
1213,Running Shoes Model 843,984.36,147,HomeEase
1214,Bluetooth Headphones Model 793,816.11,202,FreshFarms
1215,Backpack,75.69,380,SoundMax
1216,Backpack,638.51,180,ElectroVision
1217,Water Bottle Model 271,26.71,85,FreshFarms
1218,Backpack Model 413,125.62,402,GreenLeaf
1219,Notebook Model 359,33.68,402,SoundMax
1220,Coffee Beans 1kg,394.66,93,FreshFarms
1221,Organic Apple,305.58,29,SprintPro
1222,Water Bottle,586.86,308,GreenLeaf
1223,Notebook Model 183,596.66,19,FreshFarms
1224,Desk Chair,988.92,280,GreenLeaf
1225,Coffee Beans 1kg,294.36,232,SprintPro
1226,Desk Chair,680.81,374,TechNova
1227,Backpack,981.40,218,BeanBrew
1228,Smartphone Model 476,215.84,462,BeanBrew
1229,Running Shoes Model 591,895.16,447,TechNova
1230,Coffee Beans 1kg,304.12,220,BeanBrew
1231,Running Shoes,210.78,436,HomeEase
1232,Notebook,452.49,406,HealthPlus
1233,Water Bottle,960.86,174,SprintPro
1234,LED TV 42 inch Model 245,355.76,433,ComfortSit
1235,Running Shoes,421.95,242,GreenLeaf
1236,Notebook Model 934,165.93,213,GreenLeaf
1237,Organic Apple Model 499,843.18,163,GreenLeaf
1238,Desk Chair Model 593,234.86,264,ComfortSit
1239,Water Bottle,940.65,373,BeanBrew
1240,Water Bottle,790.15,158,TechNova
1241,Bluetooth Headphones Model 661,773.87,240,TechNova
1242,Backpack,682.57,321,TechNova
1243,Smartphone,920.42,363,ElectroVision
1244,Running Shoes Model 213,678.29,104,ElectroVision
1245,Bluetooth Headphones Model 358,589.84,61,HealthPlus
1246,Backpack,913.83,271,SoundMax
1247,Smartphone Model 700,186.55,225,BeanBrew
1248,Backpack,131.22,271,HealthPlus
1249,Smartphone,117.87,402,HealthPlus
1250,LED TV 42 inch,619.10,103,ComfortSit
1251,LED TV 42 inch,512.53,389,HealthPlus
1252,Water Bottle,104.54,361,HomeEase
1253,Running Shoes Model 504,233.84,396,HomeEase
1254,Bluetooth Headphones,368.04,197,ElectroVision
1255,Notebook,220.05,91,ElectroVision
1256,Notebook Model 491,902.71,97,SprintPro
1257,Organic Apple Model 252,526.28,230,ComfortSit
1258,Bluetooth Headphones Model 181,285.84,431,GreenLeaf
1259,Backpack,34.65,205,TechNova
1260,Water Bottle,179.54,233,HealthPlus
1261,Notebook Model 144,905.17,261,ElectroVision
1262,LED TV 42 inch,70.88,135,SprintPro
1263,LED TV 42 inch,744.77,491,SprintPro
1264,Organic Apple,45.37,298,ElectroVision
1265,Water Bottle,464.79,31,FreshFarms
1266,Organic Apple,715.91,28,FreshFarms
1267,Coffee Beans 1kg,627.60,268,TechNova
1268,Notebook,374.66,7,TechNova
1269,LED TV 42 inch Model 295,184.89,293,SprintPro
1270,Water Bottle,762.30,25,SoundMax
1271,Organic Apple Model 466,268.81,395,ElectroVision
1272,Bluetooth Headphones,598.58,320,SoundMax
1273,LED TV 42 inch,625.93,274,FreshFarms
1274,Smartphone,582.43,178,SprintPro
1275,LED TV 42 inch Model 416,670.99,133,SprintPro
1276,Smartphone,54.92,60,SoundMax
1277,Notebook,809.24,226,SoundMax
1278,Backpack,927.71,208,SoundMax
1279,Notebook,680.67,214,TechNova
1280,Coffee Beans 1kg,130.87,101,ComfortSit
1281,LED TV 42 inch,508.95,170,SprintPro
1282,Notebook Model 526,890.78,79,HealthPlus
1283,Bluetooth Headphones,179.18,118,TechNova
1284,LED TV 42 inch,316.39,116,GreenLeaf
1285,LED TV 42 inch,792.68,490,FreshFarms
1286,Water Bottle,420.30,190,BeanBrew
1287,Smartphone,830.68,399,FreshFarms
1288,Notebook,149.31,132,BeanBrew
1289,Coffee Beans 1kg,153.54,60,FreshFarms
1290,LED TV 42 inch,244.34,474,HomeEase
1291,Coffee Beans 1kg Model 966,264.45,89,HomeEase
1292,Smartphone,430.85,465,GreenLeaf
1293,Water Bottle,148.64,468,HomeEase
1294,Organic Apple Model 472,143.18,477,HomeEase
1295,Organic Apple,50.48,394,TechNova
1296,Backpack Model 646,261.36,258,TechNova
1297,Coffee Beans 1kg,664.19,19,TechNova
1298,Bluetooth Headphones Model 153,458.66,95,FreshFarms
1299,Backpack,445.92,65,HomeEase
1300,Organic Apple,242.37,150,HomeEase
1301,LED TV 42 inch Model 384,597.07,241,SoundMax
1302,Running Shoes,835.68,340,HomeEase
1303,Organic Apple Model 772,245.63,473,FreshFarms
1304,Desk Chair,535.61,417,ElectroVision
1305,Desk Chair Model 632,749.95,207,ElectroVision
1306,Water Bottle,790.14,57,HealthPlus
1307,Water Bottle,677.43,497,ComfortSit
1308,Organic Apple,867.94,438,FreshFarms
1309,Notebook,298.14,326,BeanBrew
1310,Running Shoes,869.83,289,SoundMax
1311,Running Shoes,53.59,325,FreshFarms
1312,Organic Apple,628.57,59,ElectroVision
1313,Coffee Beans 1kg Model 320,626.15,230,TechNova
1314,LED TV 42 inch Model 855,754.62,388,FreshFarms
1315,Water Bottle,15.31,172,BeanBrew
1316,Bluetooth Headphones Model 924,415.41,367,SprintPro
1317,LED TV 42 inch,266.53,406,GreenLeaf
1318,LED TV 42 inch,985.22,110,ElectroVision
1319,Notebook,359.17,186,SoundMax
1320,Desk Chair Model 292,684.76,197,FreshFarms
1321,Organic Apple,254.30,132,TechNova
1322,Notebook,181.86,207,TechNova
1323,LED TV 42 inch,854.21,108,HomeEase
1324,Water Bottle Model 964,662.75,363,SoundMax
1325,Coffee Beans 1kg,225.89,420,ElectroVision
1326,LED TV 42 inch,42.08,280,BeanBrew
1327,LED TV 42 inch,99.21,242,HomeEase
1328,Smartphone,581.57,139,ElectroVision
1329,Water Bottle,607.34,381,TechNova
1330,Water Bottle,635.03,148,SprintPro
1331,Bluetooth Headphones,548.13,370,SprintPro
1332,Organic Apple Model 527,459.93,115,TechNova
1333,Backpack,960.44,438,GreenLeaf
1334,Water Bottle,71.08,357,HealthPlus
1335,Organic Apple,749.11,270,ElectroVision
1336,Coffee Beans 1kg,272.98,263,ElectroVision
1337,Smartphone,758.59,32,BeanBrew
1338,Water Bottle,496.11,362,ComfortSit
1339,Desk Chair,836.36,393,HomeEase
1340,Backpack,758.20,272,TechNova
1341,LED TV 42 inch Model 504,149.64,292,BeanBrew
1342,Desk Chair Model 246,129.76,96,GreenLeaf
1343,Backpack,578.77,14,BeanBrew
1344,Water Bottle Model 518,738.17,228,SprintPro
1345,Organic Apple,723.43,18,GreenLeaf
1346,LED TV 42 inch,577.39,206,SoundMax
1347,Desk Chair,488.43,34,ElectroVision
1348,Backpack Model 791,397.25,393,GreenLeaf
1349,Notebook Model 701,527.74,493,HomeEase
1350,Notebook,96.35,42,ComfortSit
1351,Coffee Beans 1kg,857.63,314,ComfortSit
1352,Notebook Model 180,676.59,86,SprintPro
1353,Water Bottle,183.96,260,TechNova
1354,Desk Chair Model 245,407.80,476,GreenLeaf
1355,Desk Chair,525.88,289,SprintPro
1356,Backpack Model 575,109.65,176,HealthPlus
1357,Desk Chair Model 514,653.18,42,GreenLeaf
1358,Notebook Model 477,65.12,451,BeanBrew
1359,Backpack,19.43,145,SprintPro
1360,LED TV 42 inch,405.09,350,GreenLeaf
1361,Notebook Model 330,367.70,469,HomeEase
1362,LED TV 42 inch,600.87,23,HealthPlus
1363,Running Shoes,87.22,190,HealthPlus
1364,Backpack,355.34,109,SoundMax
1365,Coffee Beans 1kg,713.73,313,ComfortSit
1366,Coffee Beans 1kg,356.07,19,GreenLeaf
1367,Organic Apple Model 925,862.75,80,BeanBrew
1368,Running Shoes,217.57,162,GreenLeaf
1369,Water Bottle,463.54,92,HomeEase
1370,Notebook,121.74,413,GreenLeaf
1371,Notebook Model 415,188.03,293,HealthPlus
1372,LED TV 42 inch,993.55,36,GreenLeaf
1373,Desk Chair,155.57,432,SoundMax
1374,Water Bottle,68.78,120,TechNova
1375,Water Bottle,427.89,423,ComfortSit
1376,Water Bottle,625.81,2,HomeEase
1377,Water Bottle,315.80,139,HealthPlus
1378,Notebook Model 129,360.49,315,SoundMax
1379,Organic Apple Model 686,992.09,337,SprintPro
1380,Bluetooth Headphones,939.43,60,ElectroVision
1381,Water Bottle Model 341,528.00,170,HomeEase
1382,Water Bottle Model 582,931.92,254,HealthPlus
1383,Bluetooth Headphones,400.14,352,HealthPlus
1384,Coffee Beans 1kg,77.45,88,ElectroVision
1385,Desk Chair,46.66,399,ComfortSit
1386,Smartphone,4.74,178,SoundMax
1387,Running Shoes,147.84,257,ComfortSit
1388,LED TV 42 inch,392.49,415,FreshFarms
1389,Desk Chair,705.91,98,SprintPro
1390,Backpack,285.39,301,TechNova
1391,Running Shoes,222.00,492,ComfortSit
1392,Water Bottle,134.59,99,HealthPlus
1393,Desk Chair,544.95,285,SoundMax
1394,Notebook,549.97,1,GreenLeaf
1395,Running Shoes Model 791,629.00,255,HealthPlus
1396,Running Shoes,607.55,192,FreshFarms
1397,Organic Apple Model 651,465.42,467,HomeEase
1398,Running Shoes Model 262,759.60,196,TechNova
1399,Organic Apple,212.68,249,SprintPro
1400,Smartphone,178.03,156,HealthPlus
1401,Notebook,597.96,497,BeanBrew
1402,Bluetooth Headphones,574.11,136,SoundMax
1403,Running Shoes,746.87,164,HomeEase
1404,Bluetooth Headphones,478.97,489,ElectroVision
1405,Notebook Model 531,687.11,195,FreshFarms
1406,Bluetooth Headphones,465.78,155,TechNova
1407,Running Shoes,83.72,167,HomeEase
1408,Notebook,906.02,397,HomeEase
1409,Notebook,882.98,365,HealthPlus
1410,Running Shoes,974.73,366,GreenLeaf
1411,Desk Chair,524.04,192,HealthPlus
1412,Bluetooth Headphones Model 603,879.63,225,GreenLeaf
1413,Water Bottle,577.86,407,HealthPlus
1414,Water Bottle,910.57,157,HealthPlus
1415,Backpack,52.89,62,SprintPro
1416,Backpack,674.42,84,BeanBrew
1417,LED TV 42 inch,355.16,6,SprintPro
1418,Bluetooth Headphones,382.95,265,HomeEase
1419,Organic Apple Model 973,593.78,236,TechNova
1420,Organic Apple,177.19,419,SoundMax
1421,Organic Apple,843.99,388,ComfortSit
1422,Water Bottle,443.85,318,FreshFarms
1423,Running Shoes,103.87,30,SoundMax
1424,Water Bottle,103.73,68,GreenLeaf
1425,Organic Apple,171.64,54,TechNova
1426,Bluetooth Headphones Model 690,686.13,82,ElectroVision
1427,Organic Apple Model 869,609.32,309,ComfortSit
1428,Desk Chair,411.61,414,HealthPlus
1429,Backpack,914.74,268,SprintPro
1430,LED TV 42 inch Model 297,455.40,497,BeanBrew
1431,Smartphone,362.00,471,ElectroVision
1432,Organic Apple Model 225,341.36,267,BeanBrew
1433,Backpack,415.31,14,FreshFarms
1434,Coffee Beans 1kg,105.49,42,SoundMax
1435,Water Bottle,499.07,365,BeanBrew
1436,Notebook Model 683,122.93,267,FreshFarms
1437,Water Bottle Model 632,796.63,47,BeanBrew
1438,LED TV 42 inch Model 132,874.30,425,TechNova
1439,Smartphone,852.07,447,ComfortSit
1440,Organic Apple Model 664,377.64,294,TechNova
1441,Coffee Beans 1kg,569.71,500,ElectroVision
1442,Notebook,589.08,345,SoundMax
1443,Desk Chair,287.46,43,SoundMax
1444,LED TV 42 inch,707.88,257,HomeEase
1445,Smartphone,44.06,332,BeanBrew
1446,Notebook,980.34,359,ComfortSit
1447,Bluetooth Headphones Model 425,208.57,352,ComfortSit
1448,LED TV 42 inch,62.66,340,FreshFarms
1449,Bluetooth Headphones,913.93,130,GreenLeaf
1450,LED TV 42 inch,862.67,94,BeanBrew
1451,Smartphone,153.66,112,TechNova
1452,Coffee Beans 1kg,771.83,450,SprintPro
1453,Notebook,698.53,19,ElectroVision
1454,Bluetooth Headphones,580.97,133,GreenLeaf
1455,Water Bottle Model 639,574.15,267,SprintPro
1456,LED TV 42 inch,767.89,79,ComfortSit
1457,Coffee Beans 1kg,622.83,247,TechNova
1458,Desk Chair Model 487,676.01,440,HomeEase
1459,LED TV 42 inch,695.88,81,BeanBrew
1460,Coffee Beans 1kg,58.14,163,HomeEase
1461,Smartphone,39.92,38,GreenLeaf
1462,Bluetooth Headphones,762.06,221,HomeEase
1463,Desk Chair,779.81,211,ComfortSit
1464,Desk Chair,700.56,136,ComfortSit
1465,Organic Apple,742.46,241,BeanBrew
1466,Smartphone Model 948,970.27,265,SprintPro
1467,LED TV 42 inch Model 638,773.77,425,TechNova
1468,Running Shoes Model 339,597.05,148,HealthPlus
1469,Smartphone,689.87,350,TechNova
1470,Bluetooth Headphones Model 442,795.19,294,GreenLeaf
1471,Water Bottle,799.97,67,HealthPlus
1472,Backpack,196.47,106,FreshFarms
1473,Coffee Beans 1kg,712.06,148,ComfortSit
1474,Running Shoes,408.01,27,FreshFarms
1475,Desk Chair Model 758,445.85,238,TechNova
1476,Notebook,31.17,252,FreshFarms
1477,Smartphone Model 576,955.36,368,ComfortSit
1478,Backpack,340.43,428,GreenLeaf
1479,LED TV 42 inch Model 414,278.22,263,ComfortSit
1480,LED TV 42 inch,583.16,228,TechNova
1481,Organic Apple,236.82,68,ComfortSit
1482,LED TV 42 inch Model 310,271.35,342,HealthPlus
1483,Organic Apple,784.93,139,HomeEase
1484,Organic Apple Model 564,327.23,184,BeanBrew
1485,Desk Chair,87.24,458,FreshFarms
1486,Coffee Beans 1kg,102.01,94,FreshFarms
1487,Coffee Beans 1kg,242.90,459,HomeEase
1488,Organic Apple Model 977,247.64,152,HomeEase
1489,Running Shoes Model 323,727.23,88,HealthPlus
1490,Desk Chair,633.05,235,GreenLeaf
1491,Organic Apple Model 872,935.32,478,BeanBrew
1492,Smartphone,859.60,496,SprintPro
1493,Running Shoes,381.36,139,ElectroVision
1494,Desk Chair Model 262,847.46,309,BeanBrew
1495,Bluetooth Headphones,407.95,115,TechNova
1496,Running Shoes,395.38,84,TechNova
1497,Smartphone,48.07,141,FreshFarms
1498,Notebook,955.28,332,HomeEase
1499,Bluetooth Headphones,965.44,416,TechNova
1500,Coffee Beans 1kg,109.26,80,SoundMax
1501,Organic Apple Model 201,681.20,174,ComfortSit
1502,LED TV 42 inch,723.29,5,HomeEase
1503,Smartphone,471.79,377,TechNova
1504,Water Bottle Model 342,421.41,484,FreshFarms
1505,LED TV 42 inch,652.82,241,GreenLeaf
1506,Running Shoes Model 975,321.06,81,SoundMax
1507,Notebook Model 650,705.88,297,FreshFarms
1508,Bluetooth Headphones,687.60,481,BeanBrew
1509,Backpack,341.05,8,ElectroVision
1510,Coffee Beans 1kg,16.63,392,ElectroVision
1511,Bluetooth Headphones,316.47,259,GreenLeaf
1512,Notebook,676.87,206,SoundMax
1513,Notebook,851.99,484,TechNova
1514,Running Shoes,697.97,188,TechNova
1515,LED TV 42 inch Model 222,610.01,487,HomeEase
1516,Smartphone Model 115,699.06,1,FreshFarms
1517,Desk Chair,991.93,93,GreenLeaf
1518,Water Bottle Model 838,499.16,180,HealthPlus
1519,Notebook Model 459,393.49,24,GreenLeaf
1520,Running Shoes,986.68,14,SoundMax
1521,Smartphone,887.45,129,TechNova
1522,Smartphone Model 634,211.28,334,BeanBrew
1523,Bluetooth Headphones,137.24,430,FreshFarms
1524,Backpack Model 583,853.64,500,SoundMax
1525,Bluetooth Headphones,979.07,300,SoundMax
1526,Notebook,782.37,324,ComfortSit
1527,Notebook,606.29,336,BeanBrew
1528,Smartphone Model 464,284.17,497,SprintPro
1529,Bluetooth Headphones,647.62,403,GreenLeaf
1530,Notebook Model 828,682.70,299,GreenLeaf
1531,Smartphone,897.89,86,ComfortSit
1532,Bluetooth Headphones,212.83,188,SoundMax
1533,Smartphone,756.40,81,ElectroVision
1534,Smartphone,760.38,180,FreshFarms
1535,Notebook Model 822,971.30,24,HealthPlus
1536,Running Shoes,736.76,385,SoundMax
1537,Organic Apple,241.31,297,FreshFarms
1538,Water Bottle,859.36,426,HomeEase
1539,Water Bottle,695.65,486,HomeEase
1540,Water Bottle,417.66,407,HomeEase
1541,Running Shoes,855.88,409,SoundMax
1542,Running Shoes,723.16,432,HealthPlus
1543,Organic Apple,740.23,77,SoundMax
1544,Backpack Model 794,134.52,75,HomeEase
1545,Desk Chair,638.53,349,ElectroVision
1546,LED TV 42 inch,354.08,249,TechNova
1547,Smartphone,700.43,307,BeanBrew
1548,Coffee Beans 1kg Model 820,760.32,317,TechNova
1549,Desk Chair,432.42,354,ElectroVision
1550,Backpack Model 258,257.74,126,FreshFarms
1551,Backpack Model 828,342.04,207,ElectroVision
1552,Organic Apple,402.39,430,ElectroVision
1553,Water Bottle,936.19,486,BeanBrew
1554,Organic Apple,806.41,66,HomeEase
1555,Smartphone,555.71,306,BeanBrew
1556,Desk Chair,653.04,409,ComfortSit
1557,Running Shoes,985.27,361,HealthPlus
1558,Bluetooth Headphones Model 685,390.63,216,ElectroVision
1559,Organic Apple,444.35,254,TechNova
1560,Organic Apple,182.84,203,TechNova
1561,Smartphone Model 191,735.26,194,ComfortSit
1562,Bluetooth Headphones,65.99,26,HomeEase
1563,Desk Chair Model 880,422.90,73,ElectroVision
1564,Water Bottle,573.64,328,HomeEase
1565,Running Shoes,584.47,248,SprintPro
1566,LED TV 42 inch Model 505,338.72,204,HealthPlus
1567,Desk Chair,552.30,389,HealthPlus
1568,Smartphone,733.45,410,SoundMax
1569,Notebook Model 937,292.64,151,HomeEase
1570,Organic Apple,33.39,136,BeanBrew
1571,Desk Chair Model 899,312.16,57,ElectroVision
1572,Desk Chair,99.61,480,SoundMax
1573,Backpack,89.04,172,FreshFarms
1574,Coffee Beans 1kg Model 259,123.26,32,HealthPlus
1575,LED TV 42 inch Model 187,443.35,179,TechNova
1576,LED TV 42 inch,275.39,10,SoundMax
1577,LED TV 42 inch,317.26,399,BeanBrew
1578,Desk Chair Model 238,875.79,227,SprintPro
1579,Desk Chair,776.92,459,SprintPro
1580,Smartphone Model 173,43.39,364,TechNova
1581,Desk Chair,384.58,490,SprintPro
1582,Water Bottle,599.12,385,SprintPro
1583,Water Bottle Model 127,200.65,32,SoundMax
1584,Bluetooth Headphones Model 408,869.36,250,GreenLeaf
1585,Bluetooth Headphones,405.65,426,SprintPro
1586,Backpack Model 215,92.14,37,TechNova
1587,Organic Apple,907.69,424,SoundMax
1588,Running Shoes Model 710,665.52,410,HomeEase
1589,Notebook,980.07,405,FreshFarms
1590,Water Bottle,489.50,28,FreshFarms
1591,Running Shoes Model 474,906.84,110,TechNova
1592,Desk Chair,228.72,99,HealthPlus
1593,Smartphone,867.75,196,FreshFarms
1594,Organic Apple,501.26,282,HomeEase
1595,Organic Apple Model 922,914.64,473,HomeEase
1596,Organic Apple,96.73,71,ElectroVision
1597,Smartphone,970.73,88,HealthPlus
1598,Organic Apple Model 480,169.60,235,SoundMax
1599,Smartphone Model 270,781.08,382,FreshFarms
1600,Backpack,211.00,235,BeanBrew
1601,Organic Apple,252.14,348,SoundMax
1602,Organic Apple,559.74,463,BeanBrew
1603,LED TV 42 inch,514.89,302,GreenLeaf
1604,Smartphone,170.37,181,ElectroVision
1605,LED TV 42 inch Model 862,949.16,90,ComfortSit
1606,Notebook,42.90,100,BeanBrew
1607,Coffee Beans 1kg,232.58,354,TechNova
1608,LED TV 42 inch Model 553,413.81,127,ComfortSit
1609,Running Shoes,415.00,203,HomeEase
1610,Smartphone,377.59,127,SoundMax
1611,Organic Apple Model 387,641.71,122,SprintPro
1612,Water Bottle,206.37,104,BeanBrew
1613,Running Shoes Model 919,52.82,69,SprintPro
1614,Desk Chair,293.06,236,BeanBrew
1615,Running Shoes,932.22,223,GreenLeaf
1616,Notebook,819.75,206,ElectroVision
1617,Smartphone Model 459,879.66,232,FreshFarms
1618,Coffee Beans 1kg,230.33,33,HealthPlus
1619,Smartphone,298.61,215,TechNova
1620,Coffee Beans 1kg,910.33,190,SprintPro
1621,Water Bottle Model 594,809.51,378,GreenLeaf
1622,Water Bottle Model 867,818.53,292,HomeEase
1623,Backpack,720.51,135,HealthPlus
1624,Running Shoes,124.34,459,TechNova
1625,Smartphone,925.40,429,HomeEase
1626,Running Shoes Model 586,472.97,56,ElectroVision
1627,Bluetooth Headphones,631.02,149,HomeEase
1628,Organic Apple,682.69,451,GreenLeaf
1629,Backpack Model 984,424.96,465,TechNova
1630,Backpack,401.80,474,HomeEase
1631,Smartphone,458.54,356,HomeEase
1632,LED TV 42 inch Model 394,394.97,460,HomeEase
1633,Water Bottle Model 375,849.12,454,ElectroVision
1634,Notebook,186.20,42,FreshFarms
1635,Desk Chair,231.50,88,GreenLeaf
1636,Bluetooth Headphones,675.41,331,SprintPro
1637,Water Bottle,933.98,205,TechNova
1638,Organic Apple,279.47,441,HealthPlus
1639,Organic Apple,208.81,105,GreenLeaf
1640,Desk Chair,928.74,439,SoundMax
1641,Desk Chair Model 687,248.57,412,HealthPlus
1642,Bluetooth Headphones,573.28,383,HomeEase
1643,Notebook,814.17,272,ElectroVision
1644,LED TV 42 inch,18.18,481,FreshFarms
1645,Desk Chair Model 196,82.42,458,SprintPro
1646,Smartphone Model 125,665.76,57,HealthPlus
1647,Coffee Beans 1kg,360.63,394,HomeEase
1648,Bluetooth Headphones,100.85,89,SprintPro
1649,Organic Apple,891.80,52,ComfortSit
1650,Backpack,998.59,234,HealthPlus
1651,Bluetooth Headphones,52.06,434,SoundMax
1652,Water Bottle,566.14,362,BeanBrew
1653,Running Shoes Model 465,65.00,40,HealthPlus
1654,Water Bottle,156.48,168,SoundMax
1655,Desk Chair Model 586,14.10,102,ElectroVision
1656,Desk Chair,633.23,32,SprintPro
1657,Running Shoes,797.08,353,SprintPro
1658,Backpack,864.49,18,GreenLeaf
1659,Backpack,128.85,95,ComfortSit
1660,Bluetooth Headphones Model 706,745.24,200,HealthPlus
1661,Smartphone,759.55,231,ComfortSit
1662,Water Bottle,164.54,493,FreshFarms
1663,LED TV 42 inch,78.64,433,BeanBrew
1664,Bluetooth Headphones,829.74,434,TechNova
1665,Desk Chair,749.17,212,GreenLeaf
1666,Backpack Model 172,733.34,163,GreenLeaf
1667,Desk Chair,321.36,478,SprintPro
1668,Bluetooth Headphones,598.29,440,BeanBrew
1669,Coffee Beans 1kg,329.98,306,GreenLeaf
1670,Running Shoes,502.62,236,ComfortSit
1671,Smartphone,389.37,60,SoundMax
1672,Backpack Model 892,192.63,192,ComfortSit
1673,Backpack,539.46,356,ElectroVision
1674,Running Shoes,191.40,256,FreshFarms
1675,Desk Chair,644.07,365,SoundMax
1676,Running Shoes,121.76,370,ElectroVision
1677,Coffee Beans 1kg,822.22,432,GreenLeaf
1678,Desk Chair,984.16,494,ComfortSit
1679,Organic Apple,749.70,91,FreshFarms
1680,Backpack,273.14,397,TechNova
1681,Water Bottle Model 225,437.73,433,ElectroVision
1682,Water Bottle,449.54,157,GreenLeaf
1683,Backpack,773.89,370,TechNova
1684,Smartphone,176.44,239,ComfortSit
1685,Water Bottle,634.08,79,ElectroVision
1686,LED TV 42 inch,577.14,355,TechNova
1687,LED TV 42 inch,347.30,163,SprintPro
1688,Smartphone,190.56,497,ComfortSit
1689,Running Shoes,55.33,111,SprintPro
1690,Desk Chair,364.40,94,SprintPro
1691,Desk Chair,390.52,179,SoundMax
1692,LED TV 42 inch Model 113,886.03,302,SoundMax
1693,Water Bottle,1.69,189,HomeEase
1694,Running Shoes Model 121,207.42,119,ElectroVision
1695,Water Bottle,263.25,134,ElectroVision
1696,Notebook,550.76,100,SprintPro
1697,LED TV 42 inch,369.05,337,SprintPro
1698,Bluetooth Headphones Model 632,473.06,48,SoundMax
1699,Smartphone,372.63,417,ElectroVision
1700,Coffee Beans 1kg,183.52,212,FreshFarms
1701,Smartphone Model 284,391.93,205,GreenLeaf
1702,Water Bottle Model 310,1.06,51,TechNova
1703,Smartphone,492.39,432,ComfortSit
1704,Organic Apple,27.48,466,TechNova
1705,Backpack Model 494,457.49,464,TechNova
1706,Notebook,12.97,51,SprintPro
1707,Running Shoes Model 727,480.67,327,ComfortSit
1708,Backpack,95.34,210,GreenLeaf
1709,Running Shoes,727.74,283,GreenLeaf
1710,Organic Apple Model 683,866.32,418,TechNova
1711,Organic Apple,644.40,394,ComfortSit
1712,Backpack,299.89,46,HomeEase
1713,Running Shoes,848.94,163,TechNova
1714,Organic Apple Model 632,638.42,257,HomeEase
1715,Running Shoes Model 113,52.31,400,SoundMax
1716,Notebook Model 977,189.17,372,SoundMax
1717,Coffee Beans 1kg,120.20,161,BeanBrew
1718,LED TV 42 inch,888.68,94,SoundMax
1719,LED TV 42 inch Model 299,919.73,225,ElectroVision
1720,Running Shoes,219.38,455,GreenLeaf
1721,Water Bottle Model 589,71.28,137,GreenLeaf
1722,Desk Chair,245.83,102,HealthPlus
1723,Notebook Model 489,23.74,254,BeanBrew
1724,Organic Apple Model 455,48.30,260,GreenLeaf
1725,LED TV 42 inch Model 740,112.33,459,GreenLeaf
1726,Water Bottle,443.82,458,ComfortSit
1727,Backpack Model 427,93.55,460,TechNova
1728,Smartphone,60.75,409,ComfortSit
1729,Smartphone,784.10,357,SoundMax
1730,Notebook Model 584,700.06,314,SoundMax
1731,Water Bottle,293.66,377,BeanBrew
1732,Coffee Beans 1kg Model 531,531.77,124,GreenLeaf
1733,Bluetooth Headphones,802.88,439,BeanBrew
1734,Desk Chair,332.42,374,GreenLeaf
1735,Desk Chair,75.29,130,FreshFarms
1736,Running Shoes,343.51,34,GreenLeaf
1737,Desk Chair,872.79,131,ComfortSit
1738,Smartphone,58.07,438,ElectroVision
1739,Running Shoes,994.48,131,SprintPro
1740,Coffee Beans 1kg,380.66,407,SprintPro
1741,Bluetooth Headphones,748.67,349,FreshFarms
1742,Coffee Beans 1kg Model 810,582.16,432,SprintPro
1743,Running Shoes,175.68,42,FreshFarms
1744,Organic Apple,939.74,394,HomeEase
1745,Smartphone,693.92,93,HomeEase
1746,Bluetooth Headphones,370.02,448,TechNova
1747,LED TV 42 inch Model 417,898.15,201,HomeEase
1748,Water Bottle Model 746,294.95,98,BeanBrew
1749,Organic Apple Model 675,408.59,158,GreenLeaf
1750,Backpack,111.71,105,ElectroVision
